MP,Party,PGroup,Constituency,Gender,Advice,BooksArticles,Job,Speeches,Survey,TVRadio,Uncategorised,Total,Party_Conservative,Party_Labour,Party_Liberal.Democrat,Party_Other,Party_Scottish.National.Party,ons_id,ons_region_id,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,conp,labp,majp,birth_date,email,family_name,gender,given_name,id,image,sort_name,honorific_prefix,death_date,dob,age,wiki,alma,oxbridge,totalfit,confit,labfit,xcentre,ycentre
Derek Thomas,Conservative,Conservative,St Ives,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000964,E12000009,Cornwall,South West,England,County,09/06/2017 07:39,Con hold,Con,LD,67145,51226,109,312,22120,7298,21808,0,0,0,0,0,0,0,0,0,0,0,0.43181197,0.142466716,0.6090657,20/07/1972,derek.thomas.mp@parliament.uk,Thomas,male,Derek,b94ff9f8-ddfb-4197-bc38-18c2ff60c0cd,https://candidates.democracyclub.org.uk/media/images/5481e773b150e238702c052c.png,"Thomas, Derek",NA,NA,20/07/1972,49,https://en.wikipedia.org/wiki/Derek_Thomas_(politician),NA,NA,NA,NA,NA,-6.816596633,50.10009195
Ross Thomson,Conservative,Conservative,Aberdeen South,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,S14000002,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 03:08,Con gain from SNP,Con,SNP,64964,44493,63,4752,18746,9143,2610,0,0,13994,0,0,0,0,0,0,0,0,0.421324703,0.205492999,10.6803317,21/09/1987,ross.thomson.mp@parliament.uk,Thomson,male,Ross,33818ee9-b788-4f8e-ab46-51b676394b8d,https://upload.wikimedia.org/wikipedia/commons/0/08/Official_portrait_of_Ross_Thomson_crop_2.jpg,"Thomson, Ross",NA,NA,21/09/1987,34,https://en.wikipedia.org/wiki/Ross_Thomson,University of Aberdeen,FALSE,NA,NA,NA,-2.739178864,57.53283529
Emily Thornberry,Labour,Labour,Islington South And Finsbury,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000764,E12000007,London,London,England,Borough,09/06/2017 02:53,Lab hold,Lab,Con,69536,48049,147,20263,9925,30188,5809,929,1198,0,0,0,0,0,0,0,0,0,0.20655997,0.628275302,42.1715332,27/07/1960,thornberrye@parliament.uk,Thornberry,female,Emily,5655d43c-5c72-477a-bf50-eee364c3b369,https://candidates.democracyclub.org.uk/media/images/553c0b1da8c0192f732ca8ec.png,"Thornberry, Emily",The Right Honourable,NA,27/07/1960,61,https://en.wikipedia.org/wiki/Emily_Thornberry,University of Kent,FALSE,NA,NA,NA,-0.292727345,52.10771151
Maggie Throup,Conservative,Conservative,Erewash,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000695,E12000004,Derbyshire,East Midlands,England,County,09/06/2017 01:54,Con hold,Con,Lab,72995,49781,86,4534,25939,21405,1243,0,675,0,0,0,0,0,0,0,519,0,0.521062253,0.429983327,9.1078926,27/01/1957,maggie.throup.mp@parliament.uk,Throup,female,Maggie,9469d42e-b795-4275-8ef6-53e36fb8cb3f,https://candidates.democracyclub.org.uk/media/images/images/3437.png,"Throup, Maggie",NA,NA,27/01/1957,64,https://en.wikipedia.org/wiki/Maggie_Throup,University of Manchester,FALSE,NA,NA,NA,-0.836384233,53.84057961
Stephen Timms,Labour,Labour,East Ham,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000679,E12000007,London,London,England,Borough,09/06/2017 03:24,Lab hold,Lab,Con,83928,56633,179,39883,7241,47124,656,697,474,0,0,0,0,0,0,0,441,0,0.127858316,0.832094362,70.4236046,29/07/1955,timmss@parliament.uk,Timms,male,Stephen,245968e3-b37c-48d8-83ce-e75d43eaf63e,https://candidates.democracyclub.org.uk/media/images/55351f08b247335574a42e7c.png,"Timms, Stephen",The Right Honourable,NA,29/07/1955,66,https://en.wikipedia.org/wiki/Stephen_Timms,"Emmanuel College, Cambridge",TRUE,NA,NA,NA,0.522755037,52.00939727
Kelly Tolhurst,Conservative,Conservative,Rochester And Strood,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000898,E12000008,Kent,South East,England,County,09/06/2017 04:18,Con hold,Con,Lab,82702,53769,70,9850,29232,19382,1189,2893,781,0,0,0,0,0,0,0,292,0,0.543658986,0.360467928,18.3191058,23/08/1978,kelly.tolhurst.mp@parliament.uk,NA,female,Kelly,4cdab283-2e99-48c9-a09c-9a323b187195,https://candidates.democracyclub.org.uk/media/images/images/4224.png,"Tolhurst, Kelly",NA,NA,23/08/1978,43,https://en.wikipedia.org/wiki/Kelly_Tolhurst,NA,NA,NA,NA,NA,1.338238634,51.71315375
Justin Tomlinson,Conservative,Conservative,North Swindon,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000851,E12000009,Wiltshire,South West,England,County,08/06/2017 23:58,Con hold,Con,Lab,80168,54911,104,8335,29431,21096,1962,1564,858,0,0,0,0,0,0,0,0,0,0.535976398,0.384185318,15.179108,05/11/1976,justin.tomlinson.mp@parliament.uk,Tomlinson,male,Justin,54dfc6ed-3e14-46b7-aa58-30e44c92bfb4,https://candidates.democracyclub.org.uk/media/images/553ab7ae3a37ac9054592963.png,"Tomlinson, Justin",NA,NA,05/11/1976,45,https://en.wikipedia.org/wiki/Justin_Tomlinson,Oxford Brookes,TRUE,NA,NA,NA,-3.282835117,51.61397278
Craig Tracey,Conservative,Conservative,North Warwickshire,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000854,E12000005,Warwickshire,West Midlands,England,County,09/06/2017 01:55,Con hold,Con,Lab,72277,47178,137,8510,26860,18350,1028,0,940,0,0,0,0,0,0,0,0,0,0.569333164,0.388952478,18.0380686,21/08/1974,craig.tracey.mp@parliament.uk,Tracey,male,Craig,4c65c0b8-57e4-4180-90ad-9c15a1c45032,https://candidates.democracyclub.org.uk/media/images/images/4219.png,"Tracey, Craig",NA,NA,21/08/1974,47,https://en.wikipedia.org/wiki/Craig_Tracey,NA,NA,NA,NA,NA,-1.923695557,53.46149363
Anne-Marie Trevelyan,Conservative,Conservative,Berwick-Upon-Tweed,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000554,E12000001,Northumberland,North East,England,County,09/06/2017 06:12,Con hold,Con,Lab,58807,42212,79,11781,22145,10364,8916,0,787,0,0,0,0,0,0,0,0,0,0.524613854,0.2455226,27.9091254,06/04/1969,annemarie.trevelyan.mp@parliament.uk,NA,female,Anne,579e4258-c7a6-464a-bd14-fe065a50ba7f,https://candidates.democracyclub.org.uk/media/images/5481e6f9b150e238702c04cd.png,"Trevelyan, Anne-Marie",NA,NA,06/04/1969,52,https://en.wikipedia.org/wiki/Anne-Marie_Trevelyan,Oxford Polytechnic,TRUE,NA,NA,NA,-2.467350417,56.39978517
Jon Trickett,Labour,Labour,Hemsworth,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000740,E12000003,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 05:28,Lab hold,Lab,Con,71870,45944,83,10174,15566,25740,912,2591,0,0,0,0,0,0,0,0,1135,0,0.338803761,0.560247258,22.1443496,02/07/1950,trickettj@parliament.uk,Trickett,male,Jon,bb8c96c8-95c6-48e8-92b1-6a68e062f6a0,https://candidates.democracyclub.org.uk/media/images/553bd1b8b9c95afe74c5d33e.png,"Trickett, Jon",NA,NA,02/07/1950,71,https://en.wikipedia.org/wiki/Jon_Trickett,University of HullUniversity of Leeds,FALSE,NA,NA,NA,-1.108212806,55.04919242
Derek Twigg,Labour,Labour,Halton,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000725,E12000002,Cheshire,North West,England,County,09/06/2017 01:25,Lab hold,Lab,Con,73457,49518,85,25405,10710,36115,896,1488,0,0,0,0,0,0,0,0,309,0,0.216284987,0.729330748,51.3045761,09/07/1959,derek.twigg.mp@parliament.uk,Twigg,male,Derek,1f517ead-ff14-4114-8842-e39ff2aab2a8,https://candidates.democracyclub.org.uk/media/images/553aadb378c2688c57905d0d.png,"Twigg, Derek",NA,NA,09/07/1959,62,https://en.wikipedia.org/wiki/Derek_Twigg,NA,NA,NA,NA,NA,-4.098316465,54.02884567
Stephen Twigg,Labour,Labour,"Liverpool, West Derby",Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000796,E12000002,Merseyside,North West,England,Borough,09/06/2017 02:38,Lab hold,Lab,Con,65164,45163,112,32908,4463,37371,545,0,329,0,0,0,0,0,0,0,2455,0,0.09881983,0.827469389,72.8649558,25/12/1966,stephen.twigg.mp@parliament.uk,Twigg,male,Stephen,249a7b78-c4e1-42c7-9e8e-cd035902c431,https://candidates.democracyclub.org.uk/media/images/553575d8367dc5383f552ce5.png,"Twigg, Stephen",NA,NA,25/12/1966,54,https://en.wikipedia.org/wiki/Stephen_Twigg,"Balliol College, Oxford",TRUE,NA,NA,NA,-4.098316465,54.40283454
Shailesh Vara,Conservative,Conservative,North West Cambridgeshire,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000855,E12000006,Cambridgeshire,East,England,County,09/06/2017 03:20,Con hold,Con,Lab,93221,63991,132,18008,37529,19521,3168,2518,1255,0,0,0,0,0,0,0,0,0,0.586473098,0.305058524,28.1414574,04/09/1960,shailesh.vara.mp@parliament.uk,Vara,male,Shailesh,18da8cfd-c352-425b-aebf-25ac6032b9fb,https://candidates.democracyclub.org.uk/media/images/553575a1367dc5383f552ce3.png,"Vara, Mr Shailesh",NA,NA,04/09/1960,61,https://en.wikipedia.org/wiki/Shailesh_Vara,Brunel University,FALSE,NA,NA,NA,-0.836384233,53.07899306
Keith Vaz,Labour,Labour,Leicester East,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000782,E12000004,Leicestershire,East Midlands,England,Borough,09/06/2017 03:35,Lab hold,Lab,Con,77788,52424,258,22428,12688,35116,1343,0,1070,0,0,0,0,0,0,0,2207,0,0.242026553,0.669845872,42.7819319,26/11/1956,vazk@parliament.uk,Vaz,male,Nigel,250156fc-8a6d-4945-803f-31eb324aff3c,https://candidates.democracyclub.org.uk/media/images/553c9bd7e22f98bc5d30fa61.png,"Vaz, Keith",The Right Honourable,NA,26/11/1956,65,https://en.wikipedia.org/wiki/Keith_Vaz,"Gonville and Caius College, Cambridge (MA)",TRUE,NA,NA,NA,-1.108212806,53.74612755
Valerie Vaz,Labour,Labour,Walsall South,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14001012,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 03:28,Lab hold,Lab,Con,67417,44072,117,8892,16394,25286,587,1805,0,0,0,0,0,0,0,0,0,0,0.371982211,0.573742966,20.1760755,07/12/1954,valerie.vaz.mp@parliament.uk,Vaz,female,Valerie,f2e94257-a37d-4cec-935d-8f30b9f589b7,https://candidates.democracyclub.org.uk/media/images/553aabbb319151d456c24fb5.png,"Vaz, Valerie",NA,NA,07/12/1954,67,https://en.wikipedia.org/wiki/Valerie_Vaz,"Bedford College, University of London",FALSE,NA,NA,NA,-2.467350417,53.84057961
Theresa Villiers,Conservative,Conservative,Chipping Barnet,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000636,E12000007,London,London,England,Borough,09/06/2017 05:50,Con hold,Con,Lab,77218,55423,204,353,25679,25326,3012,0,1406,0,0,0,0,0,0,0,0,0,0.463327499,0.456958303,0.6369197,05/03/1968,theresa@theresavilliers.co.uk,Villiers,female,Theresa,509c288f-d211-422b-8874-0256e18cad2c,https://candidates.democracyclub.org.uk/media/images/55249f6ef0e9e2c82406eba6.png,"Villiers, Theresa",The Right Honourable,NA,05/03/1968,53,https://en.wikipedia.org/wiki/Theresa_Villiers,"University of Bristol (LLB)Jesus College, Oxford (BCL)City Law School",TRUE,NA,NA,NA,-1.108212806,52.40135894
Charles Walker,Conservative,Conservative,Broxbourne,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000606,E12000006,Hertfordshire,East,England,Borough,09/06/2017 00:36,Con hold,Con,Lab,73502,47485,102,15792,29515,13723,1481,1918,848,0,0,0,0,0,0,0,0,0,0.621564705,0.288996525,33.2568179,11/09/1967,charles.walker.mp@parliament.uk,Walker,male,Charles,73262390-0df5-4436-8347-cb8546388a8f,https://candidates.democracyclub.org.uk/media/images/5522580f328bff5d39338a5a.png,"Walker, Mr Charles",NA,NA,11/09/1967,54,https://en.wikipedia.org/wiki/Charles_Walker_(British_politician),University of Oregon (BSc),FALSE,NA,NA,NA,-1.380040571,52.69306362
Thelma Walker,Labour,Labour,Colne Valley,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000645,E12000003,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:26,Lab gain from Con,Lab,Con,84387,60420,158,915,27903,28818,2494,0,892,0,0,0,0,0,0,0,313,0,0.461817279,0.476961271,1.5143992,07/04/1957,thelma.walker.mp@parliament.uk,Walker,female,Thelma,9b770f9b-f345-4e9f-9597-6df08ac4ba7e,https://upload.wikimedia.org/wikipedia/commons/b/be/Official_portrait_of_Thelma_Walker_crop_2.jpg,"Walker, Thelma",NA,NA,07/04/1957,64,https://en.wikipedia.org/wiki/Thelma_Walker,Manchester Polytechnic,FALSE,NA,NA,NA,-2.739178864,55.04919242
Robin Walker,Conservative,Conservative,Worcester,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14001052,E12000005,Hereford and Worcester,West Midlands,England,Borough,09/06/2017 03:07,Con hold,Con,Lab,73893,51423,92,2508,24731,22223,1757,1354,1211,0,0,0,0,0,0,0,147,0,0.480932657,0.432160706,4.877195,12/04/1978,robin.walker.mp@parliament.uk,Walker,male,Robin,5c64fbf5-3b08-4188-9d6f-13b0dfe5368c,https://candidates.democracyclub.org.uk/media/images/551be5a8209513973bc512a3.png,"Walker, Mr Robin",The Honourable,NA,12/04/1978,43,https://en.wikipedia.org/wiki/Robin_Walker,"Balliol College, Oxford",TRUE,NA,NA,NA,-3.282835117,52.59604334
Ben Wallace,Conservative,Conservative,Wyre And Preston North,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14001057,E12000002,Lancashire,North West,England,County,09/06/2017 03:33,Con hold,Con,Lab,72319,52646,126,12246,30684,18438,2551,0,973,0,0,0,0,0,0,0,0,0,0.582836303,0.350226038,23.2610265,15/05/1970,wallaceb@parliament.uk,Wallace,male,Ben,4bee9459-4d49-4453-a70d-1e58446856ea,https://candidates.democracyclub.org.uk/media/images/5521050d8793cecd721b9bfb.png,"Wallace, Mr Ben",The Right Honourable,NA,15/05/1970,51,https://en.wikipedia.org/wiki/Ben_Wallace_(politician),Royal Military Academy Sandhurst,FALSE,NA,NA,NA,-3.826490034,55.4139249
Matt Warman,Conservative,Conservative,Boston And Skegness,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000582,E12000004,Lincolnshire,East Midlands,England,County,09/06/2017 03:30,Con hold,Con,Lab,68402,42879,92,16572,27271,10699,771,3308,547,0,0,0,0,0,0,0,283,0,0.635998974,0.24951608,38.6482894,01/09/1981,matt.warman.mp@parliament.uk,Warman,male,Matt,77524d42-6c96-40f9-ae5d-cbd8900d6c61,https://candidates.democracyclub.org.uk/media/images/images/5455.png,"Warman, Matt",NA,NA,01/09/1981,40,https://en.wikipedia.org/wiki/Matt_Warman,Durham University,FALSE,NA,NA,NA,-0.020900444,54.12266095
Catherine West,Labour,Labour,Hornsey And Wood Green,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000752,E12000007,London,London,England,Borough,09/06/2017 03:36,Lab hold,Lab,LD,79946,62293,158,30738,9246,40738,10000,429,1181,0,0,0,0,0,0,0,699,0,0.148427592,0.653973962,49.3442281,14/09/1966,catherine.west.mp@parliament.uk,West,female,Catherine,1fb3d066-9628-4c13-92cc-b3bad9ab8bf3,https://candidates.democracyclub.org.uk/media/images/5529210ab6a860ed1648be4a.png,"West, Catherine",NA,NA,14/09/1966,55,https://en.wikipedia.org/wiki/Catherine_West,"University of SydneySOAS, University of London",FALSE,NA,NA,NA,-0.836384233,52.303692
Matt Western,Labour,Labour,Warwick And Leamington,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14001019,E12000005,Warwickshire,West Midlands,England,Borough,09/06/2017 03:32,Lab gain from Con,Lab,Con,74237,54055,125,1206,24021,25227,2810,799,1198,0,0,0,0,0,0,0,0,0,0.444380723,0.466691333,2.231061,1962-11,matt.western.mp@parliament.uk,Western,male,Matt,f22b89a6-050d-4720-bb91-996e32d652a5,https://upload.wikimedia.org/wikipedia/commons/9/99/Matt_Western_MP_-_official_portrait_2017_(3-to-4_crop).jpg,"Western, Matt",NA,NA,NA,NA,https://en.wikipedia.org/wiki/Matt_Western,University of Bristol,FALSE,NA,NA,NA,-2.739178864,52.78986828
Helen Whately,Conservative,Conservative,Faversham And Mid Kent,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000700,E12000008,Kent,South East,England,County,09/06/2017 03:55,Con hold,Con,Lab,72205,49749,77,17413,30390,12977,3249,1702,1431,0,0,0,0,0,0,0,0,0,0.61086655,0.260849464,35.0017086,23/06/1976,helen.whately.mp@parliament.uk,Whately,female,Helen,06a96115-0ad5-40d2-b603-7c4131ee6dcd,https://candidates.democracyclub.org.uk/media/images/5525fb6d413cb4432adffa87.png,"Whately, Helen",NA,NA,23/06/1976,45,https://en.wikipedia.org/wiki/Helen_Whately,"Lady Margaret Hall, Oxford",TRUE,NA,NA,NA,1.338238634,51.31512395
Heather Wheeler,Conservative,Conservative,South Derbyshire,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000935,E12000004,Derbyshire,East Midlands,England,County,09/06/2017 03:18,Con hold,Con,Lab,76380,52631,120,11970,30907,18937,1870,0,917,0,0,0,0,0,0,0,0,0,0.58723946,0.359806958,22.7432502,14/05/1959,heather.wheeler.mp@parliament.uk,Wheeler,female,Heather,8b1b407d-e95a-48c7-84fc-19a5da7878fb,https://candidates.democracyclub.org.uk/media/images/552bccfe62eb6fa83a5483b8.png,"Wheeler, Mrs Heather",NA,NA,14/05/1959,62,https://en.wikipedia.org/wiki/Heather_Wheeler,NA,NA,NA,NA,NA,-1.923695557,53.84057961
Alan Whitehead,Labour,Labour,"Southampton, Test",Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000956,E12000008,Hampshire,South East,England,Borough,09/06/2017 06:05,Lab hold,Lab,Con,70199,46903,119,11503,16006,27509,1892,0,0,0,0,0,0,0,0,0,1496,0,0.341257489,0.586508326,24.5250837,15/09/1950,whiteheada@parliament.uk,Whitehead,male,Alan,bbb08548-aaee-4d36-864b-e3bbd76beb10,https://candidates.democracyclub.org.uk/media/images/550bdf3736b6dcb123cb431f.png,"Whitehead, Dr Alan",NA,NA,15/09/1950,71,https://en.wikipedia.org/wiki/Alan_Whitehead,University of Southampton,FALSE,NA,NA,NA,-3.282835117,50.81268757
Craig Whittaker,Conservative,Conservative,Calder Valley,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000614,E12000003,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 04:42,Con hold,Con,Lab,79045,58054,115,609,26790,26181,1952,1466,631,0,0,0,0,0,0,0,1034,0,0.46146691,0.450976677,1.0490233,30/08/1962,craig.whittaker.mp@parliament.uk,Whittaker,male,Craig,0eb0b97e-4a72-4545-81a7-59bd4c85a9a1,https://candidates.democracyclub.org.uk/media/images/5524a35af0e9e2c82406ebb9.png,"Whittaker, Craig",NA,NA,30/08/1962,59,https://en.wikipedia.org/wiki/Craig_Whittaker,NA,NA,NA,NA,NA,-2.467350417,55.14068938
Phil Wilson,Labour,Labour,Sedgefield,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000915,E12000001,Durham,North East,England,County,09/06/2017 03:08,Lab hold,Lab,Con,63889,41591,62,6059,16143,22202,797,1763,686,0,0,0,0,0,0,0,0,0,0.388136857,0.533817412,14.5680556,31/05/1959,phil.wilson.mp@parliament.uk,Wilson,male,Phil,d46c94ef-eb02-46ff-b581-3a8bb05b83c7,https://candidates.democracyclub.org.uk/media/images/553ba06410284be476aae887.png,"Wilson, Phil",NA,NA,31/05/1959,62,https://en.wikipedia.org/wiki/Phil_Wilson_(British_politician),NA,NA,NA,NA,NA,-2.195521903,55.7753216
Rosie Winterton,Labour,Labour,Doncaster Central,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000668,E12000003,South Yorkshire,Yorkshire and The Humber,England,Borough,09/06/2017 02:25,Lab hold,Lab,Con,71718,43024,122,10131,14784,24915,973,0,0,0,0,0,0,0,0,0,2352,0,0.343622164,0.579095389,23.5473224,10/08/1958,rosie.winterton.mp@parliament.uk,Winterton,female,Rosie,9a6e507c-2c13-4e62-9a57-2a5a232e6678,https://candidates.democracyclub.org.uk/media/images/images/1873.png,"Winterton, Dame Rosie",The Right Honourable,NA,10/08/1958,63,https://en.wikipedia.org/wiki/Rosie_Winterton,University of Hull,FALSE,NA,NA,NA,-1.380040571,54.58856075
Mike Wood,Conservative,Conservative,Dudley South,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000672,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 03:43,Con hold,Con,Lab,61323,38244,51,7730,21588,13858,625,1791,382,0,0,0,0,0,0,0,0,0,0.564480703,0.362357494,20.2123209,17/03/1976,mikej.wood.mp@parliament.uk,Wood,male,Mike,2f81bf93-b4f0-401f-824f-14cc4e3bd2d9,https://candidates.democracyclub.org.uk/media/images/54903baead8307d10c2f1a0c.jpg,"Wood, Mike",NA,NA,17/03/1976,45,https://en.wikipedia.org/wiki/Mike_Wood_(Conservative_politician),Aberystwyth UniversityCardiff University,FALSE,NA,NA,NA,-3.554664341,52.88645805
Mike Wood,Conservative,Conservative,Dudley South,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000672,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 03:43,Con hold,Con,Lab,61323,38244,51,7730,21588,13858,625,1791,382,0,0,0,0,0,0,0,0,0,0.564480703,0.362357494,20.2123209,03/03/1946,NA,Wood,male,Mike,f91f59a0-4c51-4e5d-aa3d-b1fbc62bf221,https://upload.wikimedia.org/wikipedia/commons/b/be/Mike_Wood_(politician).jpg,NA,NA,NA,03/03/1946,75,https://en.wikipedia.org/wiki/Mike_Wood_(Labour_politician),Leeds Polytechnic,FALSE,NA,NA,NA,-3.554664341,52.88645805
Jeremy Wright,Conservative,Conservative,Kenilworth And Southam,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000767,E12000005,Warwickshire,West Midlands,England,County,09/06/2017 02:55,Con hold,Con,Lab,66319,51321,99,18076,31207,13131,4921,929,1133,0,0,0,0,0,0,0,0,0,0.608074667,0.255860174,35.2214493,24/10/1972,Jeremy.wright.mp@parliament.uk,Wright,male,Jeremy,74fe62b2-36f8-4128-8f77-d3025ba6157e,https://candidates.democracyclub.org.uk/media/images/553571be367dc5383f552cc9.png,"Wright, Jeremy",The Right Honourable,NA,24/10/1972,49,https://en.wikipedia.org/wiki/Jeremy_Wright,University of Exeter,FALSE,NA,NA,NA,-2.467350417,52.69306362
Mohammad Yasin,Labour,Labour,Bedford,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000552,E12000006,Bedfordshire,East,England,Borough,09/06/2017 03:14,Lab gain from Con,Lab,Con,71829,48480,176,789,21923,22712,2837,0,1008,0,0,0,0,0,0,0,0,0,0.452207096,0.468481848,1.6274752,15/10/1971,mohammad.yasin.mp@parliament.uk,NA,male,Mohammad,85174ec2-8049-4465-92a2-889204c890cf,https://upload.wikimedia.org/wikipedia/commons/e/ef/Official_portrait_of_Mohammad_Yasin_crop_2.jpg,"Yasin, Mohammad",NA,NA,15/10/1971,50,https://en.wikipedia.org/wiki/Mohammad_Yasin_(politician),NA,NA,NA,NA,NA,-0.564555628,52.78986828
Nadhim Zahawi,Conservative,Conservative,Stratford-On-Avon,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,E14000977,E12000005,Warwickshire,West Midlands,England,County,09/06/2017 01:47,Con hold,Con,Lab,72572,53532,152,21958,33657,11699,6357,0,1345,0,0,0,0,0,0,0,474,0,0.628726743,0.21854218,41.0184563,02/06/1967,nadhim.zahawi.mp@parliament.uk,Zahawi,male,NA,3b81ff9a-9550-4f90-b2ee-45bef1f212e8,https://candidates.democracyclub.org.uk/media/images/55357595367dc5383f552ce2.png,"Zahawi, Nadhim",NA,NA,02/06/1967,54,https://en.wikipedia.org/wiki/Nadhim_Zahawi,University College London,FALSE,NA,NA,NA,-2.739178864,52.59604334
Daniel Zeichner,Labour,Labour,Cambridge,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000617,E12000006,Cambridgeshire,East,England,Borough,09/06/2017 03:01,Lab hold,Lab,LD,78544,55934,135,12661,9133,29032,16371,0,1265,0,0,0,0,0,0,0,133,0,0.163281725,0.519040297,22.6356063,09/11/1956,daniel@danielzeichner.co.uk,NA,male,Daniel,01b88f46-2739-4fec-b516-ba807873f0fa,https://candidates.democracyclub.org.uk/media/images/5481e7c8b150e238702c056c.png,"Zeichner, Daniel",NA,NA,09/11/1956,65,https://en.wikipedia.org/wiki/Daniel_Zeichner,"King's College, Cambridge",TRUE,NA,NA,NA,-0.292727345,53.07899306
Gloria De Piero,Labour,Labour,Ashfield,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,E14000535,E12000004,Nottinghamshire,East Midlands,England,County,09/06/2017 05:45,Lab hold,Lab,Con,78076,49993,62,441,20844,21285,969,1885,398,0,0,0,0,0,0,0,4612,0,0.416938371,0.425759606,0.8821235,21/12/1972,gloria.depiero.mp@parliament.uk,NA,female,Gloria,3e6925c9-85a4-4805-b448-13f78ee38673,https://candidates.democracyclub.org.uk/media/images/551b380513eb34c82843cb50.png,"De Piero, Gloria",NA,NA,21/12/1972,48,https://en.wikipedia.org/wiki/Gloria_De_Piero,"Birmingham City UniversityUniversity of WestminsterBirkbeck, University of London",FALSE,NA,NA,NA,-1.108212806,54.12266095
Martin Docherty,SNP,Other,West Dunbartonshire,Male,0,0,0,0,0,0,0,0,0,0,0,0,1,S14000059,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 01:44,SNP hold,SNP,Lab,67602,44083,86,2288,7582,16602,1009,0,0,18890,0,0,0,0,0,0,0,0,0.171993739,0.376607763,5.1902094,21/01/1971,martin.docherty.mp@parliament.uk,Docherty,male,Martin,eb0ae4b3-f155-4c46-a81d-41867be97ab1,https://candidates.democracyclub.org.uk/media/images/552aaa485b858ee163ed6371.png,"Docherty-Hughes, Martin",NA,NA,21/01/1971,50,https://en.wikipedia.org/wiki/Martin_Docherty-Hughes,Glasgow Metropolitan CollegeUniversity of EssexGlasgow School of Art,FALSE,NA,NA,NA,-4.098316465,57.44689769
